Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,SRA Study,strain,create_date,version
SRR2589062,WGS,202,403752550,PRJNA295606,SAMN04096118,"Microbe\, viral or environmental",267848810,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,run.zq,realign,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317429,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL4540B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4540B,DNA,SRP064605,REL4540B,2015-10-08T18:23:00Z,1
SRR2589063,WGS,202,413463902,PRJNA295606,SAMN04096121,"Microbe\, viral or environmental",276994174,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,realign,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317432,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL8597A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL8597A,DNA,SRP064605,REL8597A,2015-10-08T18:23:00Z,1
SRR2589064,WGS,202,499751636,PRJNA295606,SAMN04096122,"Microbe\, viral or environmental",334188316,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,realign,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1317433,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL8597B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL8597B,DNA,SRP064605,REL8597B,2015-10-08T18:23:00Z,1
SRR2589065,WGS,202,361762204,PRJNA295606,SAMN04096123,"Microbe\, viral or environmental",239670061,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,wgmlst_sig,realign,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317434,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL10404,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10404,DNA,SRP064605,REL10404,2015-10-08T18:24:00Z,1
SRR2589066,WGS,202,476635766,PRJNA295606,SAMN04096124,"Microbe\, viral or environmental",319401721,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,realign,sra,wgmlst_sig","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1317435,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL10405,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10405,DNA,SRP064605,REL10405,2015-10-08T18:24:00Z,1
SRR2589067,WGS,202,549272744,PRJNA295606,SAMN04096126,"Microbe\, viral or environmental",366849525,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,realign,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1317438,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11340,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11340,DNA,SRP064605,REL11340,2015-10-08T18:24:00Z,1
SRR2589068,WGS,202,558976420,PRJNA295606,SAMN04096128,"Microbe\, viral or environmental",372610067,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,wgmlst_sig,sra,realign","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317440,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL767B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL767B,DNA,SRP064605,REL767B,2015-10-08T18:24:00Z,1
SRR2589069,WGS,202,312081314,PRJNA295606,SAMN04096129,"Microbe\, viral or environmental",205701993,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,run.zq,realign","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317441,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL969A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL969A,DNA,SRP064605,REL969A,2015-10-08T18:24:00Z,1
SRR2589070,WGS,202,310243316,PRJNA295606,SAMN04096130,"Microbe\, viral or environmental",202618148,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,run.zq,realign,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317442,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL969B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL969B,DNA,SRP064605,REL969B,2015-10-08T18:25:00Z,1
SRR2589071,WGS,202,366625152,PRJNA295606,SAMN04096133,"Microbe\, viral or environmental",240331604,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,realign,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1317445,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1169A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1169A,DNA,SRP064605,REL1169A,2015-10-08T18:25:00Z,1
SRR2589072,WGS,202,437959634,PRJNA295606,SAMN04096134,"Microbe\, viral or environmental",290703808,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,realign,wgmlst_sig,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317446,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1169B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1169B,DNA,SRP064605,REL1169B,2015-10-08T18:25:00Z,1
SRR2589073,WGS,300,1187294100,PRJNA295606,SAMN04096054,"Microbe\, viral or environmental",750138449,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,realign,run.zq,wgmlst_sig","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317447,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL763B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL763B,DNA,SRP064605,REL763B,2015-10-08T18:26:00Z,1
SRR2589074,WGS,202,503535500,PRJNA295606,SAMN04096141,"Microbe\, viral or environmental",337810867,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,run.zq,realign","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1317487,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL8598A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL8598A,DNA,SRP064605,REL8598A,2015-10-08T18:26:00Z,1
SRR2589075,WGS,202,444390910,PRJNA295606,SAMN04096142,"Microbe\, viral or environmental",295065628,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1317488,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL8598B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL8598B,DNA,SRP064605,REL8598B,2015-10-08T18:26:00Z,1
SRR2589076,WGS,202,430997704,PRJNA295606,SAMN04096143,"Microbe\, viral or environmental",286784526,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,realign,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1317489,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL10447,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10447,DNA,SRP064605,REL10447,2015-10-08T18:26:00Z,1
SRR2589077,WGS,202,460008136,PRJNA295606,SAMN04096144,"Microbe\, viral or environmental",307176003,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,realign,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1317490,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL10448,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10448,DNA,SRP064605,REL10448,2015-10-08T18:26:00Z,1
SRR2591031,WGS,202,404237552,PRJNA295606,SAMN04096045,"Microbe\, viral or environmental",267048970,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1317098,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL762B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL762B,DNA,SRP064605,REL762B,2015-10-08T21:27:00Z,1
SRR2591033,WGS,300,476146500,PRJNA295606,SAMN04096057,"Microbe\, viral or environmental",300151689,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,realign,sra,wgmlst_sig","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1317147,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1069A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1069A,DNA,SRP064605,REL1069A,2015-10-08T21:28:00Z,1
SRR2591034,WGS,300,652615200,PRJNA295606,SAMN04096190,"Microbe\, viral or environmental",414935599,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,run.zq,wgmlst_sig","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1317204,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL960B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL960B,DNA,SRP064605,REL960B,2015-10-08T21:31:00Z,1
SRR2591035,WGS,300,478974900,PRJNA295606,SAMN04096192,"Microbe\, viral or environmental",300165825,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,run.zq,sra,realign","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX1317206,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1064B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1064B,DNA,SRP064605,REL1064B,2015-10-08T21:31:00Z,1
SRR2591036,WGS,300,222029100,PRJNA295606,SAMN04096197,"Microbe\, viral or environmental",143656695,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,wgmlst_sig,realign","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317212,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL4532A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4532A,DNA,SRP064605,REL4532A,2015-10-08T21:32:00Z,1
SRR2591037,WGS,300,353675700,PRJNA295606,SAMN04096198,"Microbe\, viral or environmental",227982864,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,wgmlst_sig,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1317213,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL4532B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4532B,DNA,SRP064605,REL4532B,2015-10-08T21:32:00Z,1
SRR2591038,WGS,300,916775700,PRJNA295606,SAMN04096206,"Microbe\, viral or environmental",584566267,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,realign,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1317222,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL11346,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11346,DNA,SRP064605,REL11346,2015-10-08T21:34:00Z,1
SRR2591039,WGS,202,578164602,PRJNA295606,SAMN04096223,"Microbe\, viral or environmental",385960106,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,wgmlst_sig,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317240,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL8603B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL8603B,DNA,SRP064605,REL8603B,2015-10-08T21:35:00Z,1
SRR2591040,WGS,202,515661560,PRJNA295606,SAMN04096227,"Microbe\, viral or environmental",342882333,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1317302,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11349,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11349,DNA,SRP064605,REL11349,2015-10-08T21:35:00Z,1
SRR2591041,WGS,300,561535800,PRJNA295606,SAMN04096080,"Microbe\, viral or environmental",353747232,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,run.zq,wgmlst_sig,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317387,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1166B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1166B,DNA,SRP064605,REL1166B,2015-10-08T21:42:00Z,1
SRR2591042,WGS,202,487582348,PRJNA295606,SAMN04096049,"Microbe\, viral or environmental",327149292,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,run.zq,sra,wgmlst_sig","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317392,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1068B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1068B,DNA,SRP064605,REL1068B,2015-10-08T21:42:00Z,1
SRR2591043,WGS,300,662662500,PRJNA295606,SAMN04096091,"Microbe\, viral or environmental",417825005,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1317399,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1071B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1071B,DNA,SRP064605,REL1071B,2015-10-08T21:45:00Z,1
SRR2591044,WGS,300,376853400,PRJNA295606,SAMN04096094,"Microbe\, viral or environmental",237239933,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,wgmlst_sig,sra,realign","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1317402,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL2182A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2182A,DNA,SRP064605,REL2182A,2015-10-08T21:43:00Z,1
SRR2591045,WGS,300,210769500,PRJNA295606,SAMN04096098,"Microbe\, viral or environmental",136406199,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,wgmlst_sig,run.zq,realign","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1317407,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL7180A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7180A,DNA,SRP064605,REL7180A,2015-10-08T21:44:00Z,1
SRR2591046,WGS,202,297863342,PRJNA295606,SAMN04096109,"Microbe\, viral or environmental",195466902,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,wgmlst_sig,realign,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317419,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL968A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL968A,DNA,SRP064605,REL968A,2015-10-08T21:45:00Z,1
SRR2591047,WGS,202,465336492,PRJNA295606,SAMN04096052,"Microbe\, viral or environmental",311899210,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,realign,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317425,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11331,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11331,DNA,SRP064605,REL11331,2015-10-08T21:46:00Z,1
SRR2591048,WGS,202,445543118,PRJNA295606,SAMN04096119,"Microbe\, viral or environmental",298941993,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,wgmlst_sig,realign,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1317430,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL7181A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7181A,DNA,SRP064605,REL7181A,2015-10-08T21:48:00Z,1
SRR2591049,WGS,202,403067972,PRJNA295606,SAMN04096120,"Microbe\, viral or environmental",270484442,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,realign,wgmlst_sig","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1317431,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL7181B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7181B,DNA,SRP064605,REL7181B,2015-10-08T21:47:00Z,1
SRR2591050,WGS,300,824838600,PRJNA295606,SAMN04096053,"Microbe\, viral or environmental",523435442,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,wgmlst_sig,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1317436,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL763A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL763A,DNA,SRP064605,REL763A,2015-10-08T21:49:00Z,1
SRR2591051,WGS,202,427603700,PRJNA295606,SAMN04096131,"Microbe\, viral or environmental",286928595,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,realign,wgmlst_sig","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1317443,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1073A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1073A,DNA,SRP064605,REL1073A,2015-10-08T21:48:00Z,1
SRR2591052,WGS,202,570471230,PRJNA295606,SAMN04096136,"Microbe\, viral or environmental",379836592,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,realign,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317449,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL2184B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2184B,DNA,SRP064605,REL2184B,2015-10-08T21:50:00Z,1
SRR2591053,WGS,202,474070568,PRJNA295606,SAMN04096137,"Microbe\, viral or environmental",315297054,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,wgmlst_sig,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1317450,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL4541A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4541A,DNA,SRP064605,REL4541A,2015-10-08T21:50:00Z,1
SRR2591054,WGS,202,492916966,PRJNA295606,SAMN04096138,"Microbe\, viral or environmental",331285879,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,run.zq,realign,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1317451,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL4541B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4541B,DNA,SRP064605,REL4541B,2015-10-08T21:49:00Z,1
SRR2584666,WGS,202,583182686,PRJNA295606,SAMN04096186,"Microbe\, viral or environmental",388724098,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,realign,run.zq,wgmlst_sig","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317200,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11343,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11343,DNA,SRP064605,REL11343,2015-10-08T12:32:00Z,1
SRR2584667,WGS,300,811254600,PRJNA295606,SAMN04096187,"Microbe\, viral or environmental",514055753,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1317201,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL770A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL770A,DNA,SRP064605,REL770A,2015-10-08T12:32:00Z,1
SRR2584668,WGS,300,1523774400,PRJNA295606,SAMN04096188,"Microbe\, viral or environmental",957878186,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq,realign,wgmlst_sig","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1317202,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL770B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL770B,DNA,SRP064605,REL770B,2015-10-08T12:36:00Z,1
SRR2584669,WGS,300,795279000,PRJNA295606,SAMN04096189,"Microbe\, viral or environmental",505128369,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,realign,wgmlst_sig,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1317203,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL960A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL960A,DNA,SRP064605,REL960A,2015-10-08T12:36:00Z,1
SRR2584670,WGS,300,652615200,PRJNA295606,SAMN04096190,"Microbe\, viral or environmental",414908789,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,fastq,wgmlst_sig,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1317204,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL960B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL960B,DNA,SRP064605,REL960B,2015-10-08T14:23:00Z,1
SRR2584671,WGS,300,1314129000,PRJNA295606,SAMN04096191,"Microbe\, viral or environmental",821182741,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,realign,fastq,wgmlst_sig","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317205,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1064A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1064A,DNA,SRP064605,REL1064A,2015-10-08T12:36:00Z,1
SRR2584672,WGS,300,478974900,PRJNA295606,SAMN04096192,"Microbe\, viral or environmental",300184763,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,run.zq,realign,wgmlst_sig,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317206,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1064B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1064B,DNA,SRP064605,REL1064B,2015-10-08T12:34:00Z,1
SRR2584673,WGS,300,512733900,PRJNA295606,SAMN04096193,"Microbe\, viral or environmental",321617344,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,realign,run.zq,fastq,wgmlst_sig","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317207,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1160A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1160A,DNA,SRP064605,REL1160A,2015-10-08T12:34:00Z,1
SRR2584674,WGS,300,784150800,PRJNA295606,SAMN04096194,"Microbe\, viral or environmental",495996547,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,fastq,sra,run.zq,wgmlst_sig","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1317208,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1160B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1160B,DNA,SRP064605,REL1160B,2015-10-08T12:35:00Z,1
